conversion_id,click_id,campaign_id,customer_id,product_id,conversion_date,revenue
1214,13687,25,511,9,2024-11-21,512.48
1215,13690,52,779,6,2025-03-12,110.66
1216,13693,25,3447,9,2024-11-14,472.45
1217,13696,59,4743,7,2026-04-22,88.42
1218,13698,44,2730,9,2025-01-01,267.31
1219,13765,19,5179,1,2025-05-01,196.34
1220,13771,48,1036,10,2026-01-27,155.5
1221,13773,24,3660,9,2025-10-12,162.11
1222,13774,46,4338,8,2025-01-30,1185.89
1223,13796,58,502,6,2025-05-31,85.18
1224,13809,18,2203,6,2025-05-04,172.99
1225,13817,27,5120,8,2024-10-25,395.98
1226,13821,14,5661,6,2024-11-29,106.27
1227,13829,6,3891,2,2025-01-31,78.97
1228,13830,6,267,2,2025-03-11,50.85
1229,13840,21,2239,4,2026-01-23,80.74
1230,13845,40,4970,6,2026-03-11,113.66
1231,13871,24,2763,9,2025-10-05,555.24
1232,13887,16,1595,2,2025-01-26,146.23
1233,13888,25,1068,9,2024-12-13,107.03
1234,13896,31,756,6,2025-02-01,155.75
1235,13903,46,3413,8,2025-01-20,1426.1
1236,13907,17,4772,1,2024-12-26,163.97
1237,13912,1,3143,8,2025-03-28,1182.42
1238,13957,54,3617,5,2025-09-08,626.13
1239,13968,23,2273,10,2026-01-18,169.13
1240,13970,14,44,6,2024-11-23,167.99
1241,13975,36,1454,10,2025-04-12,78.63
1242,13978,24,2044,9,2025-10-22,380.22
1243,13987,38,5861,5,2025-11-22,463.66
1244,13992,59,4941,7,2026-05-08,34.14
1245,14015,16,1374,2,2025-02-09,191.85
1246,14023,8,3327,10,2025-07-30,89.69
1247,14075,24,1654,9,2025-10-31,323.58
1248,14081,16,3790,2,2025-03-01,136.19
1249,14094,22,2662,7,2024-11-03,60.1
1250,14119,48,989,10,2026-02-07,104.46
1251,14135,31,1079,6,2025-01-18,95.29
1252,14146,53,3112,10,2026-05-22,95.43
1253,14152,45,5872,9,2026-04-27,580.51
1254,14158,37,1271,10,2025-01-24,148.3
1255,14163,6,691,2,2025-01-21,101.12
1256,14168,36,4601,10,2025-05-05,97.05
1257,14172,28,5564,8,2025-04-27,350.66
1258,14176,45,248,9,2026-04-17,529.68
1259,14181,33,3793,5,2026-03-17,405.55
1260,14213,53,2844,10,2026-05-18,186.44
1261,14214,60,2597,5,2025-04-25,399.4
1262,14227,32,3716,9,2024-09-21,538.18
1263,14237,48,2508,10,2026-02-07,67.35
1264,14239,29,5077,7,2025-05-12,103.02
1265,14241,32,774,9,2024-11-05,540.97
1266,14267,8,5137,10,2025-07-24,152.55
1267,14275,60,3146,5,2025-04-29,895.13
1268,14277,3,1936,4,2025-12-09,188.09
1269,14284,8,1229,10,2025-08-17,85.17
1270,14297,55,2248,7,2025-08-04,81.85
1271,14301,58,900,6,2025-05-10,189.29
1272,14310,46,532,8,2024-12-31,983.69
1273,14313,15,4722,7,2026-05-12,82.45
1274,14314,50,3016,5,2025-03-30,685.97
1275,14319,52,4258,6,2025-03-25,165.26
1276,14337,32,4975,9,2024-09-12,246.83
1277,14339,24,4258,9,2025-11-16,192.86
1278,14350,3,470,4,2025-12-04,98.57
1279,14370,52,4404,6,2025-03-06,167.76
1280,14371,43,3023,5,2026-01-16,879.58
1281,14374,34,4516,8,2025-07-03,1372.43
1282,14377,11,5767,6,2024-09-14,163.81
1283,14382,20,4275,6,2025-04-22,118.92
1284,14395,32,5924,9,2024-11-08,351.12
1285,14399,32,5670,9,2024-09-29,372.66
1286,14402,1,5335,8,2025-04-20,1063.91
1287,14404,53,3869,10,2026-05-22,160.24
1288,14412,21,1957,4,2026-01-14,117.83
1289,14421,26,5769,4,2025-10-30,179.95
1290,14426,13,3050,9,2024-09-14,313.04
1291,14431,10,5076,3,2025-12-18,93.94
1292,14453,10,2432,3,2026-01-09,102.3
1293,14458,38,1288,5,2025-11-21,529.44
1294,14461,46,1192,8,2024-12-27,790.46
1295,14469,26,5337,4,2025-11-03,78.43
1296,14491,57,1900,3,2024-11-20,184.22
1297,14496,4,2264,3,2024-12-26,182.28
1298,14499,46,4752,8,2024-12-30,832.85
1299,14555,14,5374,6,2024-12-11,194.05
1300,14567,18,1932,6,2025-04-06,91.87
1301,14575,5,1242,2,2024-10-31,96.93
1302,14578,56,2336,1,2024-12-22,147.24
1303,14591,57,3138,3,2024-11-13,195.94
1304,14597,34,1249,8,2025-06-23,648.08
1305,14644,39,5736,7,2024-12-05,55.53
1306,14659,49,5960,4,2025-09-29,190.93
1307,14677,27,1870,8,2024-10-31,1255.79
1308,14686,10,2733,3,2026-01-06,78.24
1309,14694,60,3158,5,2025-04-20,538.0
1310,14695,4,288,3,2024-12-19,63.09
1311,14700,1,4011,8,2025-04-05,510.77
1312,14709,60,749,5,2025-04-23,787.95
1313,14711,44,5798,9,2024-12-13,320.16
1314,14719,44,553,9,2024-12-15,174.17
1315,14720,52,3181,6,2025-03-12,106.16
1316,14721,32,1105,9,2024-09-19,117.75
1317,14726,12,5140,5,2024-07-25,694.69
1318,14737,39,5995,7,2024-12-01,28.87
1319,14748,56,1431,1,2024-12-18,82.43
1320,14759,39,5650,7,2024-12-20,33.86
1321,14770,44,5449,9,2024-12-21,457.45
1322,14778,35,506,10,2025-05-28,178.39
1323,14799,35,3107,10,2025-05-20,57.17
1324,14832,15,295,7,2026-05-14,34.91
1325,14835,56,5280,1,2024-12-25,178.34
1326,14874,16,3843,2,2025-02-18,154.73
1327,14882,11,5750,6,2024-08-25,72.81
1328,14907,7,564,7,2026-06-04,88.69
1329,14908,53,4148,10,2026-05-29,58.4
1330,14950,31,5376,6,2025-01-19,122.03
1331,14952,59,121,7,2026-04-25,34.09
1332,14954,10,817,3,2025-12-24,62.02
1333,14980,3,1068,4,2025-12-19,185.66
1334,14988,1,1696,8,2025-05-07,831.33
1335,14995,11,478,6,2024-09-07,141.91
1336,15021,31,3674,6,2025-02-01,134.23
1337,15041,16,5130,2,2025-02-05,82.2
1338,15043,33,544,5,2026-03-04,648.42
1339,15062,41,5008,9,2026-01-31,218.6
1340,15075,29,3453,7,2025-05-09,114.33
1341,15080,9,2814,3,2024-09-15,191.16
1342,15081,43,5319,5,2026-01-24,678.11
1343,15089,1,1069,8,2025-04-18,665.01
1344,15105,45,417,9,2026-04-16,167.99
1345,15106,38,3443,5,2025-11-13,884.17
1346,15129,19,1418,1,2025-04-29,194.89
1347,15132,33,4703,5,2026-03-21,426.87
1348,15147,19,5802,1,2025-05-15,86.06
1349,15168,8,5994,10,2025-07-18,134.87
1350,15177,24,3934,9,2025-10-25,214.08
1351,15194,47,5435,4,2024-11-17,92.06
1352,15198,59,4633,7,2026-04-30,100.29
1353,15199,12,5490,5,2024-07-27,656.8
1354,15208,53,5048,10,2026-05-08,72.21
1355,15216,31,2168,6,2025-01-22,70.67
1356,15225,34,550,8,2025-06-18,1092.14
1357,15226,32,2854,9,2024-11-03,201.93
1358,15231,8,4716,10,2025-07-25,193.43
1359,15246,28,2047,8,2025-05-02,741.15
1360,15247,12,2150,5,2024-08-07,840.43
1361,15281,6,5311,2,2025-01-20,51.06
1362,15313,45,3917,9,2026-05-15,436.45
1363,15318,17,2617,1,2024-12-11,94.18
1364,15329,54,5045,5,2025-09-12,421.43
1365,15338,14,2758,6,2024-12-06,131.46
1366,15345,50,543,5,2025-04-26,642.31
1367,15370,10,2789,3,2026-01-01,54.86
1368,15385,38,5025,5,2025-11-17,736.5
1369,15390,35,2105,10,2025-05-17,199.87
1370,15404,56,3272,1,2024-12-21,166.99
