impression_id,campaign_id,customer_id,channel_id,impression_date,device_type
129406,10,2218,1,2026-01-19,Desktop
129407,1,5153,6,2025-04-17,Tablet
129408,23,2722,1,2026-01-04,Tablet
129409,22,2912,5,2024-10-20,Desktop
129410,60,2136,5,2025-04-15,Desktop
129411,50,1403,1,2025-04-01,Tablet
129412,8,1483,2,2025-07-20,Desktop
129413,34,4226,3,2025-06-13,Mobile
129414,56,2568,5,2024-12-09,Mobile
129415,8,1686,2,2025-08-14,Mobile
129416,6,3046,5,2025-02-09,Tablet
129417,57,206,2,2024-11-18,Desktop
129418,32,3076,3,2024-10-04,Desktop
129419,6,3568,5,2025-01-27,Desktop
129420,43,5650,2,2026-01-26,Desktop
129421,52,4146,1,2025-02-17,Tablet
129422,55,2758,3,2025-08-04,Tablet
129423,16,3324,6,2025-02-02,Tablet
129424,15,5900,6,2026-05-21,Desktop
129425,4,940,1,2024-12-19,Tablet
129426,36,3960,5,2025-04-28,Tablet
129427,41,4414,3,2026-02-21,Mobile
129428,9,2356,2,2024-08-25,Desktop
129429,32,1634,3,2024-11-08,Desktop
129430,32,1792,3,2024-09-25,Desktop
129431,7,2228,5,2026-05-28,Desktop
129432,43,1345,2,2026-01-28,Mobile
129433,8,2348,2,2025-08-09,Mobile
129434,42,4563,2,2025-01-08,Tablet
129435,45,3580,4,2026-05-31,Tablet
129436,17,4504,2,2024-12-08,Tablet
129437,6,5738,5,2025-02-11,Mobile
129438,41,1492,3,2026-02-11,Desktop
129439,24,1999,6,2025-10-04,Mobile
129440,19,1936,4,2025-04-18,Desktop
129441,37,4045,5,2025-01-12,Mobile
129442,5,2461,1,2024-11-04,Desktop
129443,60,1687,5,2025-04-10,Mobile
129444,44,3776,1,2024-12-31,Tablet
129445,42,5500,2,2025-01-02,Mobile
129446,42,1835,2,2025-01-10,Tablet
129447,41,4247,3,2026-02-14,Desktop
129448,26,2500,3,2025-10-25,Tablet
129449,36,5381,5,2025-05-06,Tablet
129450,27,3459,2,2024-10-22,Desktop
129451,4,2371,1,2025-01-28,Tablet
129452,27,4805,2,2024-10-31,Mobile
129453,12,3111,1,2024-07-21,Tablet
129454,10,4010,1,2026-01-04,Tablet
129455,6,4197,5,2025-01-15,Desktop
129456,31,5639,4,2025-01-19,Mobile
129457,49,396,5,2025-09-30,Tablet
129458,26,2846,3,2025-10-30,Desktop
129459,22,3387,5,2024-10-06,Tablet
129460,35,5521,6,2025-05-26,Tablet
129461,21,629,3,2026-01-13,Tablet
129462,43,1438,2,2026-01-11,Tablet
129463,57,5641,2,2024-10-29,Mobile
129464,31,2911,4,2025-01-16,Mobile
129465,42,3963,2,2025-01-18,Tablet
129466,7,3324,5,2026-05-26,Desktop
129467,47,5441,3,2024-10-26,Desktop
129468,12,535,1,2024-08-01,Mobile
129469,3,301,4,2025-12-10,Desktop
129470,8,2770,2,2025-07-17,Desktop
129471,51,5441,6,2025-10-06,Desktop
129472,34,3597,3,2025-06-28,Mobile
129473,46,4210,4,2025-01-13,Desktop
129474,13,5375,4,2024-09-07,Tablet
129475,26,865,3,2025-10-26,Mobile
129476,41,3742,3,2026-02-02,Mobile
129477,44,1077,1,2025-01-04,Mobile
129478,45,4733,4,2026-04-09,Tablet
129479,42,4623,2,2024-11-25,Mobile
129480,23,462,1,2026-01-12,Desktop
129481,37,5685,5,2025-01-27,Mobile
129482,10,2384,1,2025-12-28,Desktop
129483,54,711,1,2025-09-25,Desktop
129484,45,1437,4,2026-04-03,Desktop
129485,29,5486,1,2025-05-30,Mobile
129486,9,2939,2,2024-08-25,Tablet
129487,52,4044,1,2025-03-24,Mobile
129488,49,2726,5,2025-10-03,Mobile
129489,36,582,5,2025-03-17,Desktop
129490,55,3890,3,2025-07-27,Desktop
129491,44,5994,1,2024-12-08,Desktop
129492,15,3103,6,2026-05-04,Desktop
129493,15,1340,6,2026-05-21,Mobile
129494,51,1654,6,2025-09-17,Desktop
129495,41,1497,3,2026-02-01,Tablet
129496,29,5690,1,2025-04-08,Mobile
129497,6,5742,5,2025-02-15,Desktop
129498,17,1722,2,2025-01-02,Desktop
129499,24,47,6,2025-10-10,Desktop
129500,30,1912,6,2024-11-14,Tablet
129501,38,3403,2,2025-11-20,Tablet
129502,20,4931,6,2025-04-20,Mobile
129503,42,2536,2,2024-11-30,Desktop
129504,20,2919,6,2025-05-09,Tablet
129505,50,750,1,2025-04-29,Desktop
129506,51,3428,6,2025-09-06,Tablet
129507,52,3677,1,2025-02-09,Desktop
129508,39,817,6,2024-11-24,Desktop
129509,29,1920,1,2025-05-28,Mobile
129510,52,1718,1,2025-02-26,Desktop
129511,58,5345,1,2025-05-31,Mobile
129512,29,3422,1,2025-04-18,Desktop
129513,17,4257,2,2024-12-09,Tablet
129514,22,2488,5,2024-10-12,Tablet
129515,31,2357,4,2025-01-16,Tablet
129516,51,1881,6,2025-10-07,Mobile
129517,38,1515,2,2025-11-15,Desktop
129518,30,5805,6,2024-11-30,Desktop
129519,24,2633,6,2025-11-14,Tablet
129520,57,2079,2,2024-11-18,Tablet
129521,20,2172,6,2025-04-24,Desktop
129522,6,2193,5,2025-02-06,Tablet
129523,28,1065,6,2025-05-12,Tablet
129524,20,1226,6,2025-05-24,Mobile
129525,18,3990,4,2025-05-14,Tablet
129526,28,93,6,2025-04-26,Mobile
129527,25,4388,3,2024-12-16,Mobile
129528,11,1035,3,2024-08-17,Desktop
129529,28,4738,6,2025-05-01,Desktop
129530,41,2079,3,2026-02-16,Mobile
129531,25,805,3,2024-12-18,Mobile
129532,41,4578,3,2026-01-22,Desktop
129533,23,2761,1,2026-01-08,Tablet
129534,17,1044,2,2025-01-05,Desktop
129535,47,3649,3,2024-11-11,Desktop
129536,43,3611,2,2026-01-09,Tablet
129537,18,3745,4,2025-04-06,Desktop
129538,59,1680,5,2026-04-21,Desktop
129539,37,23,5,2025-01-15,Tablet
129540,23,4532,1,2026-01-13,Tablet
129541,35,85,6,2025-05-26,Mobile
129542,41,1842,3,2026-02-07,Mobile
129543,2,1888,1,2024-11-12,Desktop
129544,46,1408,4,2025-01-26,Desktop
129545,9,2207,2,2024-09-04,Tablet
129546,52,4621,1,2025-02-19,Desktop
129547,13,4672,4,2024-09-14,Tablet
129548,45,754,4,2026-04-16,Mobile
129549,39,4824,6,2024-12-22,Desktop
129550,30,755,6,2024-11-17,Tablet
129551,25,4800,3,2024-12-27,Mobile
129552,27,1945,2,2024-10-22,Tablet
129553,48,341,2,2026-01-31,Mobile
129554,33,5653,3,2026-02-12,Tablet
129555,54,4038,1,2025-09-21,Desktop
129556,15,2663,6,2026-05-26,Desktop
129557,50,766,1,2025-04-05,Desktop
129558,18,332,4,2025-04-19,Desktop
129559,44,4389,1,2025-01-08,Tablet
129560,45,5670,4,2026-04-03,Desktop
129561,39,5345,6,2024-12-23,Tablet
129562,6,2922,5,2025-03-02,Mobile
129563,26,1788,3,2025-10-26,Tablet
129564,28,845,6,2025-04-25,Desktop
129565,25,1954,3,2024-12-19,Desktop
129566,58,4897,1,2025-05-30,Tablet
129567,18,4353,4,2025-05-02,Desktop
129568,25,5651,3,2024-12-07,Desktop
129569,52,1139,1,2025-02-08,Mobile
129570,26,988,3,2025-11-01,Mobile
129571,19,3538,4,2025-04-04,Desktop
129572,6,4206,5,2025-01-18,Desktop
129573,8,2150,2,2025-08-08,Mobile
129574,53,3765,3,2026-05-21,Desktop
129575,16,4628,6,2025-02-23,Tablet
129576,48,4282,2,2026-01-30,Tablet
129577,45,1277,4,2026-05-10,Desktop
129578,26,3472,3,2025-10-30,Desktop
129579,58,3289,1,2025-05-17,Mobile
129580,16,3636,6,2025-02-15,Mobile
129581,30,2706,6,2024-12-01,Desktop
129582,29,3429,1,2025-04-11,Desktop
129583,30,2438,6,2024-11-19,Mobile
129584,2,5100,1,2024-11-11,Tablet
129585,58,1566,1,2025-05-29,Tablet
129586,35,546,6,2025-05-29,Desktop
129587,2,1131,1,2024-10-31,Tablet
129588,13,4147,4,2024-09-03,Mobile
129589,55,1833,3,2025-08-20,Tablet
129590,33,1570,3,2026-02-08,Tablet
129591,5,1615,1,2024-10-21,Desktop
129592,60,399,5,2025-04-20,Tablet
129593,32,5741,3,2024-09-11,Tablet
129594,35,2088,6,2025-06-05,Desktop
129595,51,3861,6,2025-08-31,Mobile
129596,57,4368,2,2024-11-18,Desktop
129597,4,2266,1,2024-12-01,Desktop
129598,26,5279,3,2025-10-31,Tablet
129599,59,4282,5,2026-05-03,Desktop
129600,30,344,6,2024-11-19,Tablet
129601,13,4938,4,2024-09-05,Tablet
129602,54,1330,1,2025-09-15,Tablet
129603,45,2388,4,2026-04-09,Desktop
129604,25,5944,3,2024-11-27,Desktop
129605,37,1576,5,2025-01-07,Desktop
129606,5,5620,1,2024-11-14,Tablet
129607,24,4678,6,2025-11-06,Mobile
129608,34,4358,3,2025-06-25,Desktop
129609,25,5950,3,2024-12-22,Desktop
129610,42,5422,2,2025-01-10,Mobile
129611,57,5119,2,2024-10-26,Tablet
129612,43,312,2,2026-01-17,Mobile
129613,19,2286,4,2025-04-11,Desktop
129614,25,2037,3,2024-11-18,Tablet
129615,23,395,1,2026-01-01,Tablet
129616,33,680,3,2026-02-02,Tablet
129617,6,4114,5,2025-01-23,Tablet
129618,28,4874,6,2025-04-23,Tablet
129619,38,3687,2,2025-11-10,Mobile
129620,26,4702,3,2025-11-03,Tablet
129621,3,3607,4,2025-12-08,Mobile
129622,59,4290,5,2026-04-26,Tablet
129623,31,4353,4,2025-01-18,Mobile
129624,38,4880,2,2025-11-16,Mobile
129625,17,1882,2,2025-01-03,Desktop
129626,14,4761,2,2024-12-10,Mobile
129627,26,3009,3,2025-11-01,Tablet
129628,39,5796,6,2024-11-27,Mobile
129629,33,984,3,2026-02-05,Desktop
129630,56,5924,5,2024-12-17,Tablet
129631,54,536,1,2025-09-09,Desktop
129632,33,3584,3,2026-02-10,Desktop
129633,33,4100,3,2026-03-06,Tablet
129634,32,5444,3,2024-10-21,Desktop
129635,27,4573,2,2024-11-02,Tablet
129636,34,553,3,2025-06-12,Tablet
129637,55,3688,3,2025-08-09,Mobile
129638,26,4221,3,2025-10-23,Desktop
129639,9,1220,2,2024-08-28,Desktop
129640,60,3939,5,2025-04-24,Desktop
129641,26,536,3,2025-10-23,Desktop
129642,41,841,3,2026-02-10,Desktop
129643,2,2187,1,2024-11-24,Mobile
129644,1,1165,6,2025-03-25,Mobile
129645,30,22,6,2024-11-13,Tablet
129646,16,3717,6,2025-02-18,Tablet
129647,60,2796,5,2025-04-10,Mobile
129648,60,1351,5,2025-04-27,Tablet
129649,7,1277,5,2026-05-27,Mobile
129650,2,3557,1,2024-10-27,Desktop
129651,25,628,3,2024-12-24,Desktop
129652,54,1505,1,2025-09-11,Mobile
129653,7,242,5,2026-05-17,Mobile
129654,37,4610,5,2025-01-22,Mobile
129655,31,5865,4,2025-01-29,Desktop
129656,31,1614,4,2025-01-18,Desktop
129657,1,2806,6,2025-05-03,Tablet
129658,42,2650,2,2025-01-06,Mobile
129659,44,3253,1,2024-12-15,Tablet
129660,16,2261,6,2025-01-16,Tablet
129661,9,783,2,2024-09-07,Desktop
129662,13,1504,4,2024-09-13,Tablet
129663,26,4801,3,2025-11-05,Mobile
129664,42,3584,2,2025-01-21,Mobile
129665,33,397,3,2026-02-25,Desktop
129666,54,1305,1,2025-09-18,Desktop
129667,40,2411,5,2026-02-22,Desktop
129668,12,3870,1,2024-07-22,Desktop
129669,32,4727,3,2024-10-09,Mobile
129670,37,3497,5,2025-01-13,Tablet
129671,29,5441,1,2025-04-26,Desktop
129672,29,4846,1,2025-04-25,Mobile
129673,59,2877,5,2026-04-29,Mobile
129674,28,4379,6,2025-04-25,Mobile
129675,42,967,2,2025-01-04,Mobile
129676,48,2103,2,2026-01-29,Tablet
129677,37,136,5,2025-01-11,Mobile
129678,19,4461,4,2025-04-06,Tablet
129679,3,5614,4,2025-12-15,Mobile
129680,12,2273,1,2024-07-30,Mobile
129681,46,1860,4,2025-02-03,Tablet
129682,34,1610,3,2025-06-13,Desktop
129683,60,1,5,2025-04-21,Tablet
129684,51,1849,6,2025-09-21,Desktop
129685,25,109,3,2024-11-23,Tablet
129686,36,3361,5,2025-04-21,Tablet
129687,27,4111,2,2024-10-28,Mobile
129688,43,2165,2,2026-01-23,Mobile
129689,1,2428,6,2025-04-12,Mobile
129690,37,1919,5,2025-01-19,Mobile
129691,23,1617,1,2026-01-02,Desktop
129692,53,1954,3,2026-05-15,Tablet
129693,41,3365,3,2026-02-12,Desktop
129694,3,3363,4,2025-12-11,Mobile
129695,40,4422,5,2026-02-26,Mobile
129696,58,794,1,2025-05-10,Tablet
129697,59,5775,5,2026-04-25,Tablet
129698,12,3134,1,2024-07-21,Desktop
129699,12,5092,1,2024-07-21,Desktop
129700,38,358,2,2025-11-18,Mobile
129701,13,2182,4,2024-09-15,Tablet
129702,6,4376,5,2025-01-29,Desktop
129703,25,567,3,2024-11-14,Desktop
129704,1,1005,6,2025-04-28,Mobile
129705,39,3440,6,2024-12-13,Mobile
129706,13,2939,4,2024-09-08,Mobile
129707,38,2384,2,2025-11-18,Desktop
129708,48,986,2,2026-01-30,Mobile
129709,40,71,5,2026-02-25,Mobile
129710,18,43,4,2025-03-21,Mobile
129711,45,3649,4,2026-04-17,Desktop
129712,35,2604,6,2025-05-18,Mobile
129713,32,4713,3,2024-10-19,Desktop
129714,1,2057,6,2025-04-13,Tablet
129715,31,1,4,2025-01-27,Mobile
129716,29,3052,1,2025-05-23,Mobile
129717,47,2721,3,2024-11-06,Tablet
129718,25,1164,3,2024-12-24,Desktop
129719,19,5973,4,2025-04-26,Tablet
129720,35,669,6,2025-05-31,Tablet
129721,13,2322,4,2024-09-16,Tablet
129722,29,3168,1,2025-05-17,Mobile
129723,46,2071,4,2024-12-28,Desktop
129724,12,2187,1,2024-07-22,Desktop
129725,57,5441,2,2024-11-08,Tablet
129726,60,2468,5,2025-04-16,Desktop
129727,8,2767,2,2025-08-12,Mobile
129728,44,2993,1,2024-12-29,Tablet
129729,38,3591,2,2025-11-12,Desktop
129730,52,2262,1,2025-03-10,Mobile
129731,26,5613,3,2025-11-05,Desktop
129732,8,466,2,2025-07-18,Desktop
129733,5,1461,1,2024-11-14,Tablet
129734,27,5788,2,2024-11-01,Mobile
129735,43,1459,2,2026-01-26,Tablet
129736,9,5158,2,2024-08-25,Desktop
129737,15,4227,6,2026-04-17,Desktop
129738,35,4928,6,2025-05-25,Mobile
129739,14,4009,2,2024-12-04,Mobile
129740,44,2525,1,2024-12-17,Tablet
129741,43,5878,2,2026-01-17,Mobile
129742,33,49,3,2026-03-18,Mobile
129743,26,3293,3,2025-11-06,Mobile
129744,19,2053,4,2025-05-08,Tablet
129745,58,3422,1,2025-05-02,Tablet
129746,1,5642,6,2025-04-13,Tablet
129747,20,5811,6,2025-05-30,Desktop
129748,49,1908,5,2025-10-14,Mobile
129749,30,5649,6,2024-11-18,Tablet
129750,43,5923,2,2026-01-29,Desktop
129751,43,2896,2,2026-01-23,Mobile
129752,16,784,6,2025-03-02,Desktop
129753,48,5838,2,2026-02-06,Mobile
129754,2,5425,1,2024-11-04,Mobile
129755,60,3941,5,2025-04-11,Tablet
129756,21,169,3,2026-01-11,Desktop
129757,26,2162,3,2025-11-01,Tablet
129758,3,925,4,2025-12-12,Tablet
129759,2,1127,1,2024-11-18,Tablet
129760,47,4124,3,2024-11-09,Mobile
129761,19,2354,4,2025-05-16,Mobile
129762,1,2053,6,2025-05-01,Mobile
129763,33,2822,3,2026-03-02,Desktop
129764,19,957,4,2025-04-28,Tablet
129765,2,2658,1,2024-11-08,Desktop
129766,29,5641,1,2025-04-19,Desktop
129767,7,4795,5,2026-05-26,Mobile
129768,15,244,6,2026-05-03,Tablet
129769,7,2617,5,2026-05-29,Desktop
129770,50,5181,1,2025-03-20,Tablet
129771,26,1522,3,2025-11-06,Tablet
129772,36,5051,5,2025-03-20,Mobile
129773,39,3543,6,2024-12-11,Tablet
129774,21,59,3,2026-01-13,Mobile
129775,29,5342,1,2025-05-31,Desktop
129776,58,5426,1,2025-05-13,Desktop
129777,6,4971,5,2025-02-10,Desktop
129778,44,3158,1,2024-12-15,Mobile
129779,7,4376,5,2026-05-28,Mobile
129780,22,769,5,2024-10-23,Desktop
129781,2,5192,1,2024-11-18,Desktop
129782,57,5724,2,2024-11-19,Mobile
129783,45,1982,4,2026-05-14,Mobile
129784,29,1583,1,2025-05-22,Desktop
129785,57,1495,2,2024-11-15,Desktop
129786,58,2048,1,2025-05-10,Mobile
129787,40,459,5,2026-03-08,Tablet
129788,25,4768,3,2024-12-24,Tablet
129789,38,1945,2,2025-11-10,Mobile
129790,58,468,1,2025-05-22,Mobile
129791,35,5935,6,2025-05-19,Mobile
129792,28,1293,6,2025-04-29,Desktop
129793,39,4928,6,2024-12-24,Desktop
129794,10,2961,1,2025-11-30,Mobile
129795,20,2262,6,2025-05-06,Desktop
129796,58,3999,1,2025-05-26,Desktop
129797,23,5197,1,2026-01-08,Desktop
129798,47,328,3,2024-10-11,Tablet
129799,41,257,3,2026-02-21,Mobile
129800,54,5915,1,2025-09-15,Mobile
129801,42,1625,2,2025-01-17,Tablet
129802,37,318,5,2025-01-18,Mobile
129803,54,1982,1,2025-09-11,Desktop
129804,57,1085,2,2024-11-08,Tablet
129805,48,2734,2,2026-01-23,Desktop
129806,19,5326,4,2025-05-18,Tablet
129807,44,5420,1,2024-12-07,Desktop
129808,7,1882,5,2026-05-30,Desktop
129809,22,2876,5,2024-10-09,Tablet
129810,40,3246,5,2026-02-20,Desktop
129811,31,1530,4,2025-01-26,Tablet
129812,10,1003,1,2025-12-06,Desktop
129813,11,2870,3,2024-09-10,Mobile
129814,28,2446,6,2025-04-26,Desktop
129815,7,5437,5,2026-06-04,Desktop
129816,19,5092,4,2025-04-10,Tablet
129817,27,3973,2,2024-10-20,Desktop
129818,50,1709,1,2025-04-23,Desktop
129819,29,2243,1,2025-05-23,Tablet
129820,52,1062,1,2025-04-08,Tablet
129821,17,1638,2,2024-12-13,Mobile
129822,39,5909,6,2024-12-08,Tablet
129823,44,3301,1,2024-12-29,Mobile
129824,42,4925,2,2025-01-21,Mobile
129825,7,1661,5,2026-05-21,Mobile
129826,29,2486,1,2025-04-06,Desktop
129827,19,3584,4,2025-05-15,Mobile
129828,1,294,6,2025-04-24,Desktop
129829,59,5437,5,2026-05-06,Desktop
129830,12,5091,1,2024-08-01,Desktop
129831,11,5895,3,2024-09-17,Tablet
129832,2,2325,1,2024-11-02,Tablet
129833,37,729,5,2025-01-08,Tablet
129834,14,4087,2,2024-12-07,Desktop
129835,7,780,5,2026-05-18,Mobile
129836,60,1868,5,2025-04-12,Mobile
129837,11,1299,3,2024-09-28,Desktop
129838,31,3812,4,2025-01-19,Tablet
129839,17,3874,2,2024-12-03,Desktop
129840,55,2002,3,2025-08-07,Desktop
129841,49,4473,5,2025-10-14,Tablet
129842,31,4711,4,2025-01-18,Desktop
129843,20,4126,6,2025-05-24,Tablet
129844,23,336,1,2026-01-11,Mobile
129845,4,868,1,2024-12-15,Tablet
129846,30,2283,6,2024-11-30,Desktop
129847,37,2643,5,2025-01-30,Desktop
129848,40,1975,5,2026-03-04,Desktop
129849,56,3335,5,2024-12-15,Tablet
129850,7,1817,5,2026-05-30,Desktop
129851,28,2535,6,2025-04-15,Desktop
129852,8,129,2,2025-07-22,Tablet
129853,3,2148,4,2025-12-13,Tablet
129854,49,4173,5,2025-08-31,Tablet
129855,17,3022,2,2024-12-23,Mobile
129856,18,4346,4,2025-04-18,Mobile
129857,7,3645,5,2026-05-17,Mobile
129858,54,5897,1,2025-09-25,Desktop
129859,43,1636,2,2026-01-29,Desktop
129860,22,623,5,2024-10-18,Desktop
129861,20,797,6,2025-05-17,Mobile
129862,26,1631,3,2025-11-05,Desktop
129863,35,3442,6,2025-05-29,Desktop
129864,22,4660,5,2024-10-10,Mobile
129865,53,225,3,2026-05-09,Mobile
129866,7,5811,5,2026-06-05,Mobile
129867,3,2138,4,2025-12-10,Mobile
129868,40,4962,5,2026-03-13,Desktop
129869,60,4019,5,2025-04-20,Tablet
129870,12,3548,1,2024-07-28,Tablet
129871,20,504,6,2025-04-18,Desktop
129872,50,5417,1,2025-05-03,Desktop
129873,33,2273,3,2026-02-19,Desktop
129874,19,5400,4,2025-05-26,Mobile
129875,7,1132,5,2026-05-20,Desktop
129876,59,5819,5,2026-04-21,Desktop
129877,29,3724,1,2025-05-18,Mobile
129878,38,5034,2,2025-11-17,Mobile
129879,32,3022,3,2024-10-13,Desktop
129880,31,3579,4,2025-01-30,Desktop
129881,47,1931,3,2024-10-17,Mobile
129882,43,4462,2,2026-01-13,Tablet
129883,50,5458,1,2025-03-27,Tablet
129884,52,4306,1,2025-03-10,Desktop
129885,14,2844,2,2024-12-13,Tablet
129886,42,5028,2,2024-12-08,Mobile
129887,59,3005,5,2026-04-22,Tablet
129888,24,2663,6,2025-10-05,Mobile
129889,3,3981,4,2025-12-02,Tablet
129890,7,1395,5,2026-05-18,Desktop
129891,17,2874,2,2025-01-08,Mobile
129892,38,240,2,2025-11-13,Desktop
129893,15,5914,6,2026-05-23,Mobile
129894,47,5794,3,2024-10-23,Tablet
129895,1,5921,6,2025-05-06,Tablet
129896,23,5313,1,2026-01-04,Tablet
129897,56,5447,5,2024-12-17,Desktop
129898,26,502,3,2025-11-04,Mobile
129899,31,1280,4,2025-01-28,Tablet
129900,10,3999,1,2025-12-12,Mobile
129901,43,1213,2,2026-01-25,Desktop
129902,26,285,3,2025-10-25,Tablet
129903,14,2469,2,2024-12-12,Desktop
129904,22,5597,5,2024-10-20,Desktop
129905,18,5976,4,2025-05-04,Tablet
129906,53,2936,3,2026-05-08,Desktop
129907,44,3650,1,2024-12-22,Mobile
129908,56,2098,5,2024-12-10,Tablet
129909,22,1697,5,2024-11-02,Mobile
129910,5,5604,1,2024-10-30,Mobile
129911,50,4324,1,2025-03-22,Mobile
129912,60,1338,5,2025-04-22,Mobile
129913,25,1500,3,2024-12-09,Tablet
129914,8,4320,2,2025-07-17,Mobile
129915,26,2397,3,2025-10-30,Tablet
129916,21,2974,3,2026-01-10,Mobile
129917,33,4878,3,2026-03-11,Tablet
129918,59,4132,5,2026-05-08,Desktop
129919,23,5703,1,2025-12-28,Desktop
129920,11,4997,3,2024-09-02,Desktop
129921,18,1608,4,2025-03-19,Mobile
129922,12,3316,1,2024-07-31,Mobile
129923,18,1606,4,2025-03-30,Mobile
129924,53,1889,3,2026-05-09,Mobile
129925,28,4483,6,2025-05-05,Tablet
129926,21,2319,3,2026-01-14,Mobile
129927,60,2893,5,2025-04-24,Desktop
129928,17,4018,2,2024-12-12,Tablet
129929,35,2503,6,2025-05-24,Desktop
129930,38,2633,2,2025-11-08,Tablet
129931,37,2097,5,2025-01-07,Tablet
129932,21,2746,3,2026-01-16,Tablet
129933,36,4750,5,2025-04-20,Tablet
129934,52,3567,1,2025-02-27,Mobile
129935,6,387,5,2025-01-31,Mobile
129936,56,589,5,2024-12-21,Desktop
129937,18,80,4,2025-04-09,Mobile
129938,21,1218,3,2026-01-15,Desktop
129939,44,1353,1,2025-01-06,Desktop
129940,7,415,5,2026-06-06,Desktop
129941,29,4145,1,2025-05-19,Tablet
129942,20,4206,6,2025-05-27,Tablet
129943,34,3169,3,2025-06-19,Desktop
129944,54,3867,1,2025-09-09,Tablet
129945,6,5393,5,2025-02-01,Tablet
129946,43,1415,2,2026-01-28,Mobile
129947,19,2742,4,2025-04-19,Tablet
129948,23,2479,1,2025-12-29,Tablet
129949,57,4951,2,2024-11-02,Desktop
129950,5,1851,1,2024-10-31,Desktop
129951,58,2253,1,2025-05-20,Mobile
129952,5,1141,1,2024-10-28,Tablet
129953,35,188,6,2025-05-22,Tablet
129954,18,5392,4,2025-04-19,Desktop
129955,55,4858,3,2025-08-17,Tablet
129956,7,4802,5,2026-05-30,Tablet
129957,27,1589,2,2024-10-29,Mobile
129958,1,804,6,2025-05-05,Mobile
129959,17,3595,2,2024-11-24,Mobile
129960,50,2857,1,2025-03-08,Desktop
129961,55,1483,3,2025-08-20,Mobile
129962,29,4676,1,2025-05-31,Tablet
129963,4,878,1,2025-01-24,Mobile
129964,5,4951,1,2024-11-17,Desktop
129965,21,5649,3,2026-01-11,Mobile
129966,59,4465,5,2026-04-25,Tablet
129967,43,4027,2,2026-01-25,Tablet
129968,23,2126,1,2026-01-01,Tablet
129969,12,1012,1,2024-07-22,Mobile
129970,19,1340,4,2025-04-06,Tablet
129971,32,2114,3,2024-10-01,Desktop
129972,53,2763,3,2026-05-11,Tablet
129973,46,5495,4,2025-01-06,Tablet
129974,51,2626,6,2025-09-01,Mobile
129975,53,5497,3,2026-05-10,Desktop
129976,6,1463,5,2025-01-25,Mobile
129977,5,4900,1,2024-11-09,Mobile
129978,22,3816,5,2024-10-29,Desktop
129979,60,1172,5,2025-04-15,Tablet
129980,17,755,2,2024-12-13,Tablet
129981,28,26,6,2025-04-23,Mobile
129982,52,2053,1,2025-02-21,Mobile
129983,39,1514,6,2024-12-23,Tablet
129984,39,5695,6,2024-12-21,Desktop
129985,22,4473,5,2024-10-22,Tablet
129986,57,501,2,2024-11-08,Tablet
129987,25,4337,3,2024-11-11,Tablet
129988,6,1595,5,2025-03-04,Desktop
129989,51,4791,6,2025-09-28,Mobile
129990,25,2755,3,2024-11-21,Desktop
129991,38,1310,2,2025-11-10,Desktop
129992,53,5054,3,2026-05-10,Tablet
129993,20,5790,6,2025-05-24,Desktop
129994,48,2939,2,2026-02-11,Desktop
129995,50,2477,1,2025-03-29,Tablet
129996,42,3884,2,2024-12-30,Mobile
129997,35,1478,6,2025-05-21,Mobile
129998,20,5643,6,2025-05-03,Tablet
129999,60,3844,5,2025-04-17,Desktop
130000,23,4430,1,2025-12-28,Desktop
130001,41,4733,3,2026-02-11,Desktop
130002,37,4821,5,2025-01-05,Tablet
130003,47,4495,3,2024-10-01,Tablet
130004,7,1699,5,2026-06-06,Tablet
130005,13,3963,4,2024-09-17,Tablet
130006,44,3636,1,2025-01-13,Tablet
130007,12,5544,1,2024-08-01,Desktop
130008,57,4477,2,2024-11-14,Tablet
130009,44,3351,1,2025-01-04,Mobile
130010,22,5571,5,2024-10-10,Tablet
130011,14,5200,2,2024-12-02,Tablet
130012,31,1771,4,2025-01-20,Desktop
130013,37,5578,5,2025-01-01,Mobile
130014,19,2804,4,2025-04-21,Mobile
130015,42,1664,2,2024-12-26,Desktop
130016,19,1014,4,2025-05-24,Desktop
130017,45,4114,4,2026-05-14,Desktop
130018,39,3858,6,2024-12-04,Desktop
130019,3,3586,4,2025-12-03,Tablet
130020,16,4971,6,2025-02-05,Mobile
130021,27,5903,2,2024-10-28,Mobile
130022,59,784,5,2026-04-29,Desktop
130023,12,4979,1,2024-08-04,Mobile
130024,36,4321,5,2025-03-26,Mobile
130025,33,2788,3,2026-02-22,Desktop
130026,35,2092,6,2025-05-23,Mobile
130027,48,3732,2,2026-01-29,Mobile
130028,22,4346,5,2024-11-02,Tablet
130029,54,2983,1,2025-09-21,Tablet
130030,56,1542,5,2024-12-10,Desktop
130031,51,4330,6,2025-08-30,Tablet
130032,10,759,1,2026-01-16,Desktop
130033,5,1152,1,2024-11-18,Mobile
130034,9,3590,2,2024-08-28,Tablet
130035,20,2731,6,2025-05-30,Desktop
130036,50,3636,1,2025-03-27,Mobile
130037,19,4873,4,2025-04-13,Mobile
130038,36,4792,5,2025-04-28,Desktop
130039,42,3483,2,2024-12-18,Mobile
130040,29,5218,1,2025-05-13,Mobile
130041,39,1975,6,2024-12-05,Mobile
130042,19,3148,4,2025-05-26,Mobile
130043,54,3865,1,2025-09-23,Mobile
130044,60,2698,5,2025-04-11,Tablet
