click_id,impression_id,campaign_id,customer_id,channel_id,click_date,device_type
6638,95162,45,4772,4,2026-04-17,Tablet
6639,95181,13,2150,4,2024-09-04,Mobile
6640,95190,29,3519,1,2025-05-06,Desktop
6641,95229,19,5428,4,2025-04-27,Desktop
6642,95245,30,3591,6,2024-11-29,Tablet
6643,95247,1,4404,6,2025-04-15,Desktop
6644,95262,58,4230,1,2025-05-09,Tablet
6645,95272,32,1297,3,2024-10-26,Mobile
6646,95276,49,3390,5,2025-09-16,Tablet
6647,95282,48,2929,2,2026-02-15,Mobile
6648,95284,24,5888,6,2025-10-23,Tablet
6649,95286,9,5486,2,2024-09-17,Tablet
6650,95291,3,2763,4,2025-12-16,Desktop
6651,95297,4,112,1,2024-12-17,Tablet
6652,95308,39,5145,6,2024-12-06,Desktop
6653,95312,22,5105,5,2024-10-11,Desktop
6654,95324,19,2886,4,2025-04-24,Tablet
6655,95336,50,5492,1,2025-04-11,Tablet
6656,95337,46,224,4,2025-01-18,Desktop
6657,95339,56,3958,5,2024-12-13,Mobile
6658,95347,17,4753,2,2025-01-01,Mobile
6659,95364,24,2871,6,2025-10-08,Desktop
6660,95384,60,5051,5,2025-04-15,Mobile
6661,95387,37,3879,5,2025-01-30,Tablet
6662,95415,31,1746,4,2025-01-20,Mobile
6663,95434,53,2055,3,2026-05-08,Tablet
6664,95443,7,4371,5,2026-05-19,Tablet
6665,95448,22,2738,5,2024-10-24,Tablet
6666,95477,8,3034,2,2025-08-12,Tablet
6667,95478,7,1000,5,2026-06-06,Desktop
6668,95484,46,4853,4,2025-01-11,Desktop
6669,95485,25,2130,3,2024-11-20,Mobile
6670,95505,20,5920,6,2025-05-28,Desktop
6671,95550,43,1886,2,2026-01-30,Desktop
6672,95555,15,3960,6,2026-05-23,Desktop
6673,95563,21,1010,3,2026-01-17,Mobile
6674,95567,10,891,1,2025-12-27,Tablet
6675,95569,31,3984,4,2025-01-31,Desktop
6676,95634,1,4522,6,2025-04-10,Desktop
6677,95644,50,5599,1,2025-04-23,Tablet
6678,95650,56,4190,5,2024-12-21,Desktop
6679,95651,31,4885,4,2025-01-19,Desktop
6680,95658,35,2920,6,2025-05-18,Tablet
6681,95690,11,5637,3,2024-09-20,Mobile
6682,95739,45,865,4,2026-04-19,Mobile
6683,95747,5,3959,1,2024-11-03,Tablet
6684,95784,40,1741,5,2026-03-01,Tablet
6685,95813,6,4043,5,2025-02-02,Desktop
6686,95821,59,5897,5,2026-04-23,Mobile
6687,95837,46,103,4,2025-01-11,Tablet
6688,95845,60,2464,5,2025-04-16,Desktop
6689,95851,9,5494,2,2024-09-12,Desktop
6690,95858,11,441,3,2024-09-07,Desktop
6691,95862,32,3501,3,2024-09-13,Mobile
6692,95863,47,5257,3,2024-10-26,Tablet
6693,95880,54,621,1,2025-09-13,Mobile
6694,95892,2,5414,1,2024-10-30,Desktop
6695,95898,46,2730,4,2025-01-24,Tablet
6696,95910,51,5972,6,2025-09-27,Tablet
6697,95918,51,4172,6,2025-09-10,Mobile
6698,95942,50,800,1,2025-03-25,Desktop
6699,95956,19,2388,4,2025-04-05,Desktop
6700,95957,38,4773,2,2025-11-15,Tablet
6701,95966,36,2749,5,2025-04-16,Desktop
6702,95982,36,1459,5,2025-04-16,Desktop
6703,96016,59,3193,5,2026-04-27,Tablet
6704,96017,24,838,6,2025-11-11,Tablet
6705,96030,44,977,1,2025-01-05,Desktop
6706,96050,60,3403,5,2025-04-15,Mobile
6707,96054,5,5963,1,2024-11-15,Desktop
6708,96082,53,2850,3,2026-05-10,Mobile
6709,96085,32,5157,3,2024-09-12,Mobile
6710,96088,54,3002,1,2025-09-15,Tablet
6711,96098,3,5197,4,2025-12-06,Desktop
6712,96108,46,2361,4,2025-01-27,Desktop
6713,96112,52,1840,1,2025-03-17,Desktop
6714,96143,29,3934,1,2025-05-05,Desktop
6715,96169,59,4917,5,2026-05-10,Mobile
6716,96183,9,1098,2,2024-08-26,Desktop
6717,96204,8,1220,2,2025-07-26,Mobile
6718,96206,1,2262,6,2025-04-01,Tablet
6719,96223,57,1454,2,2024-10-19,Tablet
6720,96227,4,3408,1,2024-12-10,Mobile
6721,96239,54,4040,1,2025-09-16,Mobile
6722,96254,30,2960,6,2024-11-24,Desktop
6723,96263,39,4998,6,2024-12-19,Tablet
6724,96266,6,3423,5,2025-03-03,Desktop
6725,96278,59,4737,5,2026-04-20,Tablet
6726,96295,13,1663,4,2024-09-15,Desktop
6727,96312,7,4267,5,2026-05-21,Mobile
6728,96315,42,5617,2,2025-01-10,Mobile
6729,96326,51,2826,6,2025-09-13,Tablet
6730,96328,58,4987,1,2025-05-02,Desktop
6731,96330,55,2879,3,2025-07-14,Mobile
6732,96345,24,3363,6,2025-10-29,Tablet
6733,96355,2,5642,1,2024-11-13,Mobile
6734,96373,12,5871,1,2024-08-04,Desktop
6735,96376,58,3082,1,2025-05-04,Tablet
6736,96377,23,3366,1,2026-01-03,Desktop
6737,96380,55,2371,3,2025-07-27,Desktop
6738,96382,46,5025,4,2025-02-04,Tablet
6739,96388,9,1684,2,2024-09-06,Tablet
6740,96401,30,1179,6,2024-11-29,Mobile
6741,96419,50,2897,1,2025-03-19,Desktop
6742,96437,50,3298,1,2025-04-29,Mobile
6743,96441,30,1297,6,2024-11-29,Tablet
6744,96452,5,2471,1,2024-10-26,Tablet
6745,96464,24,2262,6,2025-11-09,Desktop
6746,96489,47,1393,3,2024-10-10,Mobile
6747,96501,17,1448,2,2024-12-24,Tablet
6748,96519,18,4336,4,2025-04-05,Tablet
6749,96520,4,5681,1,2025-01-06,Desktop
6750,96521,36,3078,5,2025-03-30,Desktop
6751,96565,35,3887,6,2025-05-18,Mobile
6752,96572,17,5763,2,2024-12-15,Mobile
6753,96585,56,2733,5,2024-12-18,Tablet
6754,96587,31,5126,4,2025-01-16,Mobile
6755,96615,35,4475,6,2025-06-02,Tablet
6756,96647,40,3451,5,2026-02-24,Tablet
6757,96653,26,2704,3,2025-11-01,Tablet
6758,96664,28,5326,6,2025-05-07,Desktop
6759,96734,53,421,3,2026-05-08,Desktop
6760,96763,45,2746,4,2026-04-23,Desktop
6761,96787,60,3364,5,2025-04-26,Mobile
6762,96796,42,5191,2,2024-12-15,Tablet
6763,96810,41,5427,3,2026-01-25,Tablet
6764,96814,7,5062,5,2026-05-26,Mobile
6765,96818,54,3400,1,2025-09-10,Mobile
6766,96836,11,3567,3,2024-09-11,Tablet
6767,96847,11,5909,3,2024-09-01,Tablet
6768,96850,25,5058,3,2024-11-17,Desktop
6769,96865,58,2726,1,2025-05-22,Mobile
6770,96870,43,3685,2,2026-01-16,Desktop
6771,96890,42,3915,2,2024-12-30,Mobile
6772,96896,49,4912,5,2025-08-30,Mobile
6773,96898,6,4903,5,2025-02-05,Tablet
6774,96914,36,5249,5,2025-05-10,Mobile
6775,96930,36,677,5,2025-04-16,Mobile
6776,96950,38,2486,2,2025-11-18,Tablet
6777,96955,21,2307,3,2026-01-16,Mobile
6778,96960,25,5458,3,2024-11-09,Tablet
6779,96965,21,2922,3,2026-01-13,Tablet
6780,96977,45,3118,4,2026-04-08,Desktop
6781,96985,27,1129,2,2024-10-28,Tablet
6782,97004,17,4733,2,2024-11-30,Mobile
6783,97007,14,4754,2,2024-12-11,Mobile
6784,97012,8,3828,2,2025-08-09,Desktop
6785,97027,50,1818,1,2025-04-19,Mobile
6786,97039,9,4710,2,2024-08-26,Tablet
6787,97054,56,3272,5,2024-12-10,Tablet
6788,97069,23,504,1,2026-01-01,Mobile
6789,97084,19,3627,4,2025-04-30,Tablet
6790,97113,47,3358,3,2024-11-06,Desktop
6791,97118,14,3409,2,2024-11-20,Tablet
6792,97138,50,2916,1,2025-03-11,Desktop
6793,97151,24,438,6,2025-11-18,Mobile
6794,97174,22,154,5,2024-10-23,Desktop
6795,97177,12,504,1,2024-08-04,Desktop
6796,97189,9,3221,2,2024-09-01,Desktop
6797,97247,30,641,6,2024-11-27,Tablet
6798,97255,52,3044,1,2025-03-21,Desktop
6799,97266,40,656,5,2026-03-01,Tablet
6800,97271,3,1361,4,2025-12-03,Desktop
6801,97301,16,5806,6,2025-02-22,Tablet
6802,97306,20,2148,6,2025-05-19,Desktop
6803,97307,6,4932,5,2025-03-06,Mobile
6804,97345,47,2041,3,2024-10-25,Desktop
6805,97401,25,932,3,2024-12-19,Mobile
6806,97417,44,4139,1,2024-12-31,Desktop
6807,97429,8,5025,2,2025-08-17,Tablet
6808,97435,16,1413,6,2025-01-21,Tablet
6809,97445,16,732,6,2025-03-02,Desktop
6810,97449,12,3311,1,2024-08-03,Desktop
6811,97453,41,1645,3,2026-02-20,Desktop
6812,97458,27,3788,2,2024-10-30,Tablet
6813,97469,55,425,3,2025-07-27,Tablet
6814,97479,37,2262,5,2025-01-03,Tablet
6815,97482,8,5319,2,2025-08-07,Tablet
6816,97494,45,5896,4,2026-05-09,Desktop
6817,97513,56,4325,5,2024-12-21,Mobile
6818,97525,51,5097,6,2025-09-07,Mobile
6819,97527,18,4274,4,2025-04-29,Mobile
6820,97530,46,1589,4,2025-01-05,Desktop
6821,97543,23,1684,1,2026-01-07,Tablet
6822,97548,47,71,3,2024-10-19,Desktop
6823,97585,59,835,5,2026-04-30,Mobile
6824,97590,5,1673,1,2024-10-27,Mobile
6825,97631,17,4802,2,2024-12-15,Tablet
6826,97654,21,1652,3,2026-01-12,Tablet
6827,97668,45,3883,4,2026-06-01,Mobile
6828,97673,21,3093,3,2026-01-11,Tablet
6829,97700,19,4411,4,2025-05-04,Mobile
6830,97737,34,3086,3,2025-06-20,Tablet
6831,97822,12,4483,1,2024-08-03,Tablet
6832,97827,3,1243,4,2025-12-04,Mobile
6833,97833,8,1687,2,2025-07-31,Desktop
6834,97845,49,2494,5,2025-09-30,Tablet
6835,97868,35,5776,6,2025-05-30,Tablet
6836,97875,9,2053,2,2024-08-27,Mobile
6837,97879,16,4376,6,2025-01-13,Mobile
6838,97886,40,20,5,2026-03-02,Desktop
6839,97897,28,5858,6,2025-04-18,Desktop
6840,97908,9,3034,2,2024-09-11,Tablet
6841,97912,59,2072,5,2026-05-12,Tablet
6842,97936,31,5738,4,2025-01-19,Tablet
6843,97942,1,2378,6,2025-04-17,Desktop
6844,97965,25,5678,3,2024-12-13,Mobile
6845,97983,34,1541,3,2025-06-27,Tablet
6846,97996,15,536,6,2026-05-07,Mobile
6847,98088,12,3615,1,2024-08-01,Mobile
6848,98116,28,3011,6,2025-05-15,Mobile
6849,98120,11,4583,3,2024-08-19,Desktop
6850,98125,7,2587,5,2026-05-18,Mobile
6851,98167,34,4345,3,2025-06-19,Desktop
6852,98209,28,5835,6,2025-04-26,Tablet
6853,98220,42,1624,2,2024-12-20,Tablet
6854,98222,53,5796,3,2026-05-11,Mobile
6855,98245,27,2675,2,2024-11-02,Mobile
6856,98302,13,4663,4,2024-09-07,Mobile
6857,98304,14,2079,2,2024-11-29,Desktop
6858,98314,3,1678,4,2025-12-07,Tablet
6859,98321,38,1551,2,2025-11-21,Mobile
6860,98342,49,1700,5,2025-09-01,Mobile
6861,98346,35,748,6,2025-06-03,Mobile
6862,98357,26,3854,3,2025-11-03,Tablet
6863,98367,15,3907,6,2026-04-29,Mobile
6864,98369,44,2041,1,2024-12-21,Mobile
6865,98370,41,4084,3,2026-02-10,Mobile
6866,98400,24,2347,6,2025-10-24,Mobile
6867,98413,15,5659,6,2026-04-16,Mobile
6868,98431,43,3712,2,2026-01-31,Mobile
6869,98433,34,2853,3,2025-06-18,Mobile
6870,98460,13,3058,4,2024-09-07,Mobile
6871,98468,21,5286,3,2026-01-20,Mobile
6872,98478,10,5200,1,2025-11-27,Mobile
6873,98508,6,2295,5,2025-02-25,Tablet
6874,98518,7,4714,5,2026-06-05,Mobile
6875,98520,6,4735,5,2025-03-12,Tablet
6876,98529,51,1283,6,2025-09-13,Tablet
6877,98561,33,5283,3,2026-01-28,Mobile
6878,98579,47,2646,3,2024-10-10,Desktop
6879,98586,46,4147,4,2025-02-07,Desktop
6880,98609,7,421,5,2026-05-20,Mobile
6881,98641,34,3884,3,2025-06-27,Desktop
6882,98659,15,5975,6,2026-04-25,Desktop
6883,98667,38,5336,2,2025-11-15,Tablet
6884,98668,27,2828,2,2024-11-02,Tablet
6885,98671,55,1450,3,2025-08-03,Tablet
6886,98685,30,375,6,2024-11-22,Mobile
6887,98688,28,1159,6,2025-05-08,Desktop
6888,98689,56,1636,5,2024-12-11,Tablet
6889,98699,13,1043,4,2024-09-08,Tablet
6890,98705,32,3130,3,2024-10-06,Tablet
6891,98717,36,1898,5,2025-04-04,Mobile
6892,98746,18,1685,4,2025-04-24,Tablet
6893,98755,36,4588,5,2025-04-16,Tablet
6894,98762,51,3717,6,2025-10-03,Desktop
6895,98798,17,5531,2,2024-12-17,Tablet
6896,98822,9,3145,2,2024-09-16,Mobile
6897,98829,29,4820,1,2025-04-13,Mobile
6898,98832,47,3672,3,2024-10-04,Mobile
6899,98842,18,4935,4,2025-04-18,Tablet
6900,98846,56,3383,5,2024-12-19,Tablet
6901,98860,47,4715,3,2024-10-02,Tablet
6902,98869,21,2968,3,2026-01-24,Desktop
6903,98881,55,136,3,2025-07-28,Mobile
6904,98910,23,2170,1,2025-12-31,Mobile
6905,98911,7,390,5,2026-05-30,Mobile
6906,98913,59,4642,5,2026-05-03,Mobile
6907,98949,42,928,2,2024-12-23,Mobile
6908,98965,14,458,2,2024-11-28,Mobile
6909,98966,46,4321,4,2024-12-26,Mobile
6910,98968,34,1356,3,2025-06-14,Desktop
6911,98977,19,2447,4,2025-04-19,Tablet
6912,98979,18,878,4,2025-04-25,Desktop
6913,98996,53,5260,3,2026-05-13,Tablet
6914,98999,3,5375,4,2025-12-15,Desktop
6915,99033,3,2667,4,2025-12-07,Mobile
6916,99054,7,2750,5,2026-05-29,Desktop
6917,99057,9,50,2,2024-09-09,Desktop
6918,99063,15,2400,6,2026-05-17,Tablet
6919,99071,39,5772,6,2024-12-05,Tablet
6920,99075,11,5741,3,2024-09-04,Mobile
6921,99103,11,5602,3,2024-09-23,Tablet
6922,99127,13,3697,4,2024-09-16,Tablet
6923,99131,35,1166,6,2025-05-20,Tablet
6924,99142,52,4280,1,2025-03-12,Tablet
6925,99166,58,1584,1,2025-05-20,Mobile
6926,99174,60,5809,5,2025-04-27,Desktop
6927,99190,36,4844,5,2025-03-26,Mobile
6928,99192,29,962,1,2025-05-11,Tablet
6929,99193,44,5130,1,2024-12-14,Tablet
6930,99195,34,257,3,2025-06-24,Desktop
6931,99209,36,5747,5,2025-04-17,Mobile
6932,99217,48,3120,2,2026-01-25,Desktop
6933,99249,44,421,1,2025-01-01,Mobile
6934,99255,38,4797,2,2025-11-09,Desktop
6935,99297,8,5218,2,2025-07-22,Tablet
6936,99313,49,3109,5,2025-10-08,Tablet
6937,99320,14,1387,2,2024-11-27,Desktop
6938,99337,14,3849,2,2024-12-11,Mobile
6939,99344,48,2543,2,2026-01-30,Mobile
6940,99364,29,4805,1,2025-04-10,Desktop
6941,99413,12,3409,1,2024-07-27,Mobile
6942,99417,25,4763,3,2025-01-05,Desktop
6943,99418,45,68,4,2026-05-27,Desktop
6944,99423,17,2381,2,2024-12-07,Desktop
6945,99424,47,604,3,2024-10-18,Tablet
6946,99449,49,747,5,2025-09-16,Mobile
6947,99499,2,2842,1,2024-11-04,Mobile
6948,99514,29,2798,1,2025-05-02,Mobile
6949,99518,53,4210,3,2026-05-25,Desktop
6950,99524,17,2849,2,2024-12-20,Desktop
6951,99525,53,5656,3,2026-05-12,Desktop
6952,99541,53,5120,3,2026-05-19,Tablet
6953,99556,39,2257,6,2024-12-18,Mobile
6954,99585,45,97,4,2026-05-16,Mobile
6955,99587,35,2641,6,2025-05-22,Desktop
6956,99603,23,812,1,2026-01-12,Mobile
6957,99619,46,4984,4,2025-01-28,Mobile
6958,99664,25,3344,3,2024-12-02,Tablet
6959,99667,51,2736,6,2025-09-15,Mobile
6960,99689,20,855,6,2025-05-28,Desktop
6961,99719,37,5552,5,2025-01-29,Tablet
6962,99731,56,2865,5,2024-12-23,Tablet
6963,99752,13,5807,4,2024-08-29,Mobile
6964,99777,44,5007,1,2024-12-24,Desktop
6965,99836,28,3098,6,2025-05-01,Desktop
6966,99839,53,4826,3,2026-05-08,Desktop
6967,99841,53,259,3,2026-05-22,Desktop
6968,99845,16,1463,6,2025-02-01,Tablet
6969,99870,26,2158,3,2025-10-31,Mobile
6970,99883,10,5734,1,2025-12-10,Desktop
6971,99891,19,622,4,2025-04-11,Mobile
6972,99910,14,3062,2,2024-11-26,Desktop
6973,99922,23,220,1,2026-01-17,Desktop
6974,99944,14,246,2,2024-12-14,Mobile
6975,99952,2,2205,1,2024-11-24,Mobile
6976,99957,21,2725,3,2026-01-16,Mobile
6977,99960,6,5355,5,2025-02-22,Tablet
6978,99961,3,4493,4,2025-12-11,Tablet
6979,99995,41,70,3,2026-01-29,Tablet
6980,100048,19,746,4,2025-04-25,Tablet
6981,100060,56,3224,5,2024-12-15,Mobile
6982,100063,31,3545,4,2025-01-17,Desktop
6983,100068,43,1928,2,2026-01-26,Desktop
6984,100081,31,4114,4,2025-01-30,Desktop
6985,100097,36,2723,5,2025-03-17,Tablet
6986,100137,1,382,6,2025-03-31,Desktop
6987,100144,4,3206,1,2024-12-06,Tablet
6988,100158,31,3595,4,2025-01-31,Mobile
6989,100159,8,1466,2,2025-07-24,Mobile
6990,100170,36,4664,5,2025-03-24,Tablet
6991,100174,4,5756,1,2025-01-14,Tablet
6992,100184,58,5073,1,2025-05-06,Tablet
6993,100187,19,4560,4,2025-05-31,Tablet
6994,100209,16,3050,6,2025-01-25,Tablet
6995,100223,5,3658,1,2024-11-02,Desktop
6996,100230,46,867,4,2025-01-15,Tablet
6997,100231,6,2946,5,2025-03-03,Tablet
6998,100267,9,5232,2,2024-09-02,Desktop
6999,100275,1,5988,6,2025-04-13,Desktop
7000,100291,52,2880,1,2025-02-23,Mobile
7001,100344,43,5321,2,2026-01-18,Desktop
7002,100385,53,2271,3,2026-05-18,Mobile
7003,100386,1,569,6,2025-04-22,Desktop
7004,100393,21,3003,3,2026-01-08,Mobile
7005,100399,17,398,2,2024-12-18,Tablet
7006,100405,46,3960,4,2025-01-16,Desktop
7007,100416,60,225,5,2025-04-29,Mobile
7008,100424,54,1566,1,2025-09-19,Tablet
7009,100429,5,5666,1,2024-10-22,Desktop
7010,100432,34,3471,3,2025-06-19,Desktop
7011,100438,16,5314,6,2025-03-09,Mobile
7012,100462,13,425,4,2024-09-13,Tablet
7013,100463,22,1497,5,2024-11-01,Tablet
7014,100491,42,2229,2,2024-12-14,Desktop
7015,100493,37,5388,5,2025-01-07,Tablet
7016,100497,57,106,2,2024-11-06,Tablet
7017,100508,3,5842,4,2025-12-16,Tablet
7018,100516,13,660,4,2024-09-15,Tablet
7019,100537,11,838,3,2024-09-28,Desktop
7020,100546,12,3381,1,2024-07-24,Desktop
7021,100551,18,389,4,2025-04-11,Tablet
7022,100554,28,1330,6,2025-05-14,Mobile
7023,100555,28,3015,6,2025-05-06,Mobile
7024,100561,30,1771,6,2024-11-22,Mobile
7025,100562,24,4813,6,2025-10-02,Tablet
7026,100593,36,4441,5,2025-03-16,Tablet
7027,100597,53,3364,3,2026-05-15,Tablet
7028,100605,21,3394,3,2026-01-14,Desktop
7029,100619,53,3377,3,2026-05-08,Tablet
7030,100620,60,5533,5,2025-04-27,Mobile
7031,100622,29,4291,1,2025-06-06,Tablet
7032,100624,10,5736,1,2025-12-28,Tablet
7033,100628,29,2668,1,2025-04-29,Tablet
7034,100666,42,2206,2,2024-12-01,Mobile
7035,100704,40,2200,5,2026-03-13,Desktop
7036,100707,21,2938,3,2026-01-09,Desktop
7037,100712,35,2416,6,2025-05-30,Mobile
7038,100729,11,4726,3,2024-09-27,Mobile
7039,100732,17,1987,2,2024-11-25,Tablet
7040,100733,55,1838,3,2025-08-10,Desktop
7041,100737,16,2197,6,2025-03-03,Desktop
7042,100748,45,2916,4,2026-04-01,Mobile
7043,100752,11,4053,3,2024-08-19,Tablet
7044,100773,27,702,2,2024-10-26,Mobile
7045,100780,40,5801,5,2026-02-28,Tablet
7046,100785,49,1896,5,2025-10-19,Desktop
7047,100787,12,4583,1,2024-08-03,Desktop
7048,100811,20,1680,6,2025-05-11,Tablet
7049,100812,45,3872,4,2026-05-04,Tablet
7050,100835,36,408,5,2025-05-12,Desktop
7051,100843,5,404,1,2024-11-03,Desktop
7052,100850,27,2300,2,2024-10-26,Mobile
7053,100868,16,321,6,2025-01-23,Mobile
7054,100885,37,3420,5,2025-01-04,Desktop
7055,100929,31,5728,4,2025-01-30,Desktop
7056,100935,20,4581,6,2025-04-21,Mobile
7057,100945,60,3998,5,2025-04-16,Desktop
7058,100949,37,4522,5,2025-01-24,Mobile
7059,100962,33,382,3,2026-02-21,Tablet
7060,100984,30,464,6,2024-11-14,Tablet
7061,100997,14,1108,2,2024-11-17,Tablet
7062,101001,26,282,3,2025-11-03,Tablet
7063,101003,56,3388,5,2024-12-10,Mobile
7064,101015,4,728,1,2025-01-30,Tablet
7065,101027,32,4068,3,2024-10-30,Tablet
7066,101049,58,4848,1,2025-06-03,Tablet
7067,101054,60,3131,5,2025-04-18,Desktop
7068,101087,1,4771,6,2025-05-03,Tablet
7069,101102,57,2207,2,2024-11-12,Tablet
7070,101119,44,1402,1,2025-01-12,Desktop
7071,101143,41,590,3,2026-02-19,Mobile
7072,101152,27,584,2,2024-10-23,Tablet
7073,101162,43,5257,2,2026-01-17,Mobile
7074,101176,50,4336,1,2025-03-29,Mobile
7075,101180,13,3827,4,2024-09-13,Desktop
7076,101186,37,5088,5,2025-01-21,Mobile
7077,101222,44,4923,1,2024-12-31,Mobile
7078,101231,32,525,3,2024-09-10,Tablet
7079,101250,32,5593,3,2024-09-29,Mobile
7080,101264,51,2430,6,2025-09-02,Desktop
7081,101275,42,5411,2,2024-12-27,Mobile
7082,101290,38,4841,2,2025-11-20,Mobile
7083,101318,50,1542,1,2025-03-22,Tablet
7084,101322,52,5609,1,2025-03-17,Mobile
7085,101356,40,5795,5,2026-02-23,Tablet
7086,101366,8,2507,2,2025-07-28,Desktop
7087,101373,24,2725,6,2025-11-11,Desktop
7088,101386,50,1757,1,2025-04-08,Tablet
7089,101400,44,3886,1,2024-12-30,Desktop
7090,101415,24,2676,6,2025-11-06,Desktop
7091,101418,43,1607,2,2026-01-16,Mobile
7092,101419,55,1026,3,2025-07-20,Tablet
7093,101422,47,231,3,2024-10-14,Desktop
7094,101439,8,4452,2,2025-07-25,Desktop
7095,101448,15,1268,6,2026-04-17,Mobile
7096,101470,18,2115,4,2025-04-14,Mobile
7097,101486,12,5335,1,2024-07-24,Mobile
7098,101497,24,121,6,2025-11-13,Desktop
7099,101524,19,5013,4,2025-05-21,Tablet
7100,101527,55,2891,3,2025-08-01,Tablet
7101,101533,35,3790,6,2025-05-22,Desktop
7102,101554,46,5770,4,2025-01-02,Tablet
7103,101561,23,5152,1,2026-01-10,Desktop
7104,101573,26,889,3,2025-11-01,Tablet
7105,101595,24,3067,6,2025-10-28,Mobile
7106,101609,25,4677,3,2024-11-11,Mobile
7107,101622,15,4886,6,2026-04-20,Mobile
7108,101631,2,4622,1,2024-11-26,Mobile
7109,101632,2,5626,1,2024-11-22,Tablet
7110,101638,59,1074,5,2026-04-29,Desktop
7111,101655,34,5009,3,2025-06-24,Mobile
7112,101660,21,134,3,2026-01-18,Desktop
7113,101671,12,4167,1,2024-07-31,Desktop
7114,101678,26,4078,3,2025-11-04,Desktop
7115,101686,6,1800,5,2025-03-06,Tablet
7116,101741,56,2415,5,2024-12-18,Tablet
7117,101750,37,3910,5,2025-01-18,Mobile
7118,101778,1,3372,6,2025-05-04,Tablet
7119,101784,7,1079,5,2026-05-18,Tablet
7120,101790,29,5528,1,2025-06-03,Mobile
7121,101794,15,4733,6,2026-05-29,Desktop
7122,101798,37,1684,5,2025-01-22,Mobile
7123,101802,35,5073,6,2025-06-02,Mobile
7124,101827,35,3403,6,2025-05-22,Tablet
7125,101829,54,2679,1,2025-09-05,Desktop
7126,101852,15,349,6,2026-05-14,Desktop
7127,101856,7,4917,5,2026-06-06,Desktop
7128,101880,24,1082,6,2025-11-14,Tablet
7129,101932,53,1602,3,2026-05-18,Tablet
7130,101949,33,5449,3,2026-03-07,Mobile
7131,101951,4,5938,1,2024-12-10,Tablet
7132,101960,18,433,4,2025-04-12,Mobile
7133,102001,44,350,1,2024-12-16,Mobile
7134,102016,12,715,1,2024-07-23,Tablet
7135,102040,17,794,2,2024-12-16,Desktop
7136,102042,25,5700,3,2024-12-31,Mobile
7137,102063,12,5282,1,2024-07-24,Mobile
7138,102083,12,5888,1,2024-07-30,Mobile
7139,102085,59,1642,5,2026-04-29,Mobile
7140,102098,24,1747,6,2025-10-05,Mobile
7141,102101,36,762,5,2025-05-13,Tablet
7142,102138,32,1969,3,2024-09-17,Desktop
7143,102143,41,3788,3,2026-01-23,Mobile
7144,102144,9,2684,2,2024-09-05,Tablet
7145,102162,58,4466,1,2025-05-04,Mobile
7146,102188,32,2063,3,2024-10-01,Mobile
7147,102199,22,5349,5,2024-10-16,Tablet
7148,102202,18,3798,4,2025-05-06,Tablet
7149,102221,2,5325,1,2024-11-02,Mobile
7150,102252,23,5137,1,2026-01-17,Tablet
7151,102283,6,3824,5,2025-03-12,Tablet
7152,102290,27,2622,2,2024-10-26,Mobile
7153,102296,49,2643,5,2025-10-02,Tablet
7154,102300,25,617,3,2024-12-11,Tablet
7155,102306,59,770,5,2026-05-02,Tablet
7156,102317,52,2676,1,2025-04-07,Mobile
7157,102355,26,3341,3,2025-11-01,Desktop
7158,102403,28,644,6,2025-05-12,Tablet
7159,102427,19,1132,4,2025-05-31,Tablet
7160,102436,49,4821,5,2025-10-07,Tablet
7161,102455,13,1299,4,2024-09-01,Mobile
7162,102466,23,5805,1,2026-01-03,Desktop
7163,102470,7,1097,5,2026-06-03,Tablet
7164,102508,21,3688,3,2026-01-12,Tablet
7165,102543,7,3439,5,2026-05-27,Tablet
7166,102582,3,5886,4,2025-12-06,Tablet
7167,102597,36,2565,5,2025-04-30,Desktop
7168,102620,5,2313,1,2024-10-29,Desktop
7169,102711,56,3072,5,2024-12-17,Desktop
7170,102714,35,2584,6,2025-06-03,Desktop
7171,102733,55,3359,3,2025-07-26,Desktop
7172,102746,17,2371,2,2024-12-08,Desktop
7173,102751,10,4448,1,2026-01-25,Desktop
7174,102766,14,5088,2,2024-11-17,Mobile
7175,102778,50,1116,1,2025-04-26,Mobile
7176,102781,31,4920,4,2025-01-31,Mobile
7177,102811,4,1212,1,2025-01-13,Tablet
7178,102829,25,4664,3,2024-12-19,Desktop
7179,102832,32,2912,3,2024-09-21,Mobile
7180,102841,16,5826,6,2025-01-16,Tablet
7181,102842,52,4797,1,2025-02-12,Tablet
7182,102860,40,5802,5,2026-03-03,Mobile
7183,102877,23,433,1,2026-01-04,Desktop
7184,102898,20,2513,6,2025-05-29,Tablet
7185,102905,27,5772,2,2024-10-29,Mobile
7186,102906,13,1296,4,2024-09-17,Desktop
7187,102910,54,2804,1,2025-09-18,Desktop
7188,102911,12,3800,1,2024-07-29,Desktop
7189,102921,44,1374,1,2024-12-30,Tablet
7190,102935,30,1838,6,2024-11-21,Desktop
7191,102995,3,5064,4,2025-12-02,Tablet
7192,102996,26,239,3,2025-11-02,Tablet
7193,103019,49,3671,5,2025-08-30,Desktop
7194,103020,19,878,4,2025-06-03,Desktop
7195,103057,36,4326,5,2025-05-06,Desktop
7196,103082,58,3790,1,2025-05-29,Desktop
7197,103087,6,3387,5,2025-02-20,Tablet
7198,103100,5,3801,1,2024-11-13,Mobile
7199,103150,35,4017,6,2025-05-31,Tablet
